164,玉米大斑病
165,玉米小斑病
166,玉米锈病
167,玉米纹枯病
168,玉米丝黑穗病
169,玉米螟（钻心虫）
170,草地贪夜蛾
171,蚜虫
172,地下害虫（地老虎）
173,地下害虫（蛴螬、金龟子幼虫）
174,地下害虫（金针虫、叩甲幼虫）
175,红蜘蛛
